DateTime,Silver-INR,Silver-USD
14-11-2001 00:00,199.83392,4.16
15-11-2001 00:00,198.06241,4.13
16-11-2001 00:00,197.58284,4.12
19-11-2001 00:00,195.54216,4.08
20-11-2001 00:00,196.14413,4.09
21-11-2001 00:00,194.68512,4.06
22-11-2001 00:00,194.88812,4.06
23-11-2001 00:00,196.8902,4.1
26-11-2001 00:00,194.78662,4.06
27-11-2001 00:00,195.12394,4.07
28-11-2001 00:00,199.06305,4.15
29-11-2001 00:00,197.14437,4.11
30-11-2001 00:00,199.85976,4.17
03-12-2001 00:00,202.91368,4.24
04-12-2001 00:00,200.02136,4.18
05-12-2001 00:00,202.04516,4.22
06-12-2001 00:00,202.78648,4.24
07-12-2001 00:00,205.00623,4.29
10-12-2001 00:00,203.57262,4.26
11-12-2001 00:00,205.4153,4.3
12-12-2001 00:00,204.96333,4.29
13-12-2001 00:00,206.42256,4.32
14-12-2001 00:00,211.21412,4.42
17-12-2001 00:00,210.80682,4.41
18-12-2001 00:00,213.12556,4.46
19-12-2001 00:00,208.56699,4.37
20-12-2001 00:00,212.99622,4.46
21-12-2001 00:00,215.92944,4.52
24-12-2001 00:00,217.36158,4.54
25-12-2001 00:00,217.47508,4.54
26-12-2001 00:00,218.31912,4.56
27-12-2001 00:00,218.03796,4.53
28-12-2001 00:00,218.98236,4.54
31-12-2001 00:00,222.67014,4.62
01-01-2002 00:00,222.67014,4.62
02-01-2002 00:00,220.81554,4.58
03-01-2002 00:00,224.16255,4.65
04-01-2002 00:00,226.5729,4.7
07-01-2002 00:00,228.98325,4.75
08-01-2002 00:00,228.09006,4.73
09-01-2002 00:00,232.06807,4.81
10-01-2002 00:00,230.06032,4.76
11-01-2002 00:00,230.22692,4.76
14-01-2002 00:00,219.6831,4.55
15-01-2002 00:00,223.31416,4.63
16-01-2002 00:00,223.29101,4.63
17-01-2002 00:00,217.1115,4.5
18-01-2002 00:00,210.59904,4.37
21-01-2002 00:00,209.15328,4.34
22-01-2002 00:00,207.2256,4.3
23-01-2002 00:00,205.77984,4.27
24-01-2002 00:00,206.60416,4.28
25-01-2002 00:00,208.66464,4.32
28-01-2002 00:00,206.20684,4.27
29-01-2002 00:00,208.49625,4.31
30-01-2002 00:00,208.3694,4.3
31-01-2002 00:00,206.17175,4.25
01-02-2002 00:00,209.42496,4.32
04-02-2002 00:00,208.8424,4.3
05-02-2002 00:00,214.37892,4.41
06-02-2002 00:00,212.59613,4.37
07-02-2002 00:00,213.12642,4.38
08-02-2002 00:00,217.02806,4.46
11-02-2002 00:00,215.64354,4.43
12-02-2002 00:00,217.78176,4.48
13-02-2002 00:00,219.43856,4.51
14-02-2002 00:00,221.73912,4.56
15-02-2002 00:00,221.78928,4.56
18-02-2002 00:00,220.05834,4.53
19-02-2002 00:00,218.17808,4.49
20-02-2002 00:00,214.67056,4.42
21-02-2002 00:00,215.83728,4.44
22-02-2002 00:00,214.91694,4.41
25-02-2002 00:00,214.00372,4.39
26-02-2002 00:00,216.13032,4.44
27-02-2002 00:00,217.12172,4.46
28-02-2002 00:00,219.55582,4.51
01-03-2002 00:00,222.58185,4.57
04-03-2002 00:00,224.26728,4.61
05-03-2002 00:00,221.83488,4.56
06-03-2002 00:00,220.30296,4.53
07-03-2002 00:00,217.60854,4.47
08-03-2002 00:00,219.55582,4.51
11-03-2002 00:00,218.60912,4.49
12-03-2002 00:00,219.069,4.5
13-03-2002 00:00,220.43886,4.53
14-03-2002 00:00,219.46562,4.51
15-03-2002 00:00,218.47442,4.49
18-03-2002 00:00,218.979,4.5
19-03-2002 00:00,220.62912,4.53
20-03-2002 00:00,220.52946,4.53
21-03-2002 00:00,219.64602,4.51
22-03-2002 00:00,221.19788,4.54
25-03-2002 00:00,223.17424,4.58
26-03-2002 00:00,225.00324,4.62
27-03-2002 00:00,227.69986,4.67
28-03-2002 00:00,226.23712,4.64
29-03-2002 00:00,226.23712,4.64
01-04-2002 00:00,228.18744,4.68
02-04-2002 00:00,231.17928,4.74
03-04-2002 00:00,228.07346,4.67
04-04-2002 00:00,226.24032,4.63
05-04-2002 00:00,223.42156,4.58
08-04-2002 00:00,223.26735,4.57
09-04-2002 00:00,221.74268,4.54
10-04-2002 00:00,226.09216,4.63
11-04-2002 00:00,223.76964,4.58
12-04-2002 00:00,224.38215,4.59
15-04-2002 00:00,218.50254,4.47
16-04-2002 00:00,216.05844,4.42
17-04-2002 00:00,217.98696,4.46
18-04-2002 00:00,220.34958,4.51
19-04-2002 00:00,219.8115,4.5
22-04-2002 00:00,222.85632,4.56
23-04-2002 00:00,224.10856,4.58
24-04-2002 00:00,223.59639,4.57
25-04-2002 00:00,226.01964,4.62
26-04-2002 00:00,227.4408,4.65
29-04-2002 00:00,226.55516,4.63
30-04-2002 00:00,222.01508,4.54
01-05-2002 00:00,222.01508,4.54
02-05-2002 00:00,222.5041,4.55
03-05-2002 00:00,225.52581,4.61
06-05-2002 00:00,225.87642,4.62
07-05-2002 00:00,226.55979,4.63
08-05-2002 00:00,224.38674,4.59
09-05-2002 00:00,226.45793,4.63
10-05-2002 00:00,228.58249,4.67
13-05-2002 00:00,226.18134,4.62
14-05-2002 00:00,225.64567,4.61
15-05-2002 00:00,227.18368,4.64
16-05-2002 00:00,227.22544,4.64
17-05-2002 00:00,228.64787,4.67
20-05-2002 00:00,229.23108,4.68
21-05-2002 00:00,236.33673,4.83
22-05-2002 00:00,236.33673,4.83
23-05-2002 00:00,239.59533,4.89
24-05-2002 00:00,238.49851,4.87
27-05-2002 00:00,235.0704,4.8
28-05-2002 00:00,238.49851,4.87
29-05-2002 00:00,241.22983,4.93
30-05-2002 00:00,242.79696,4.96
31-05-2002 00:00,245.39481,5.01
03-06-2002 00:00,248.89968,5.08
04-06-2002 00:00,248.87428,5.08
05-06-2002 00:00,242.02048,4.94
06-06-2002 00:00,244.26549,4.99
07-06-2002 00:00,242.92096,4.96
10-06-2002 00:00,240.81432,4.92
11-06-2002 00:00,239.24814,4.89
12-06-2002 00:00,239.7374,4.9
13-06-2002 00:00,236.99544,4.84
14-06-2002 00:00,239.46819,4.89
18-06-2002 00:00,237.2426,4.85
19-06-2002 00:00,239.5659,4.9
20-06-2002 00:00,237.61026,4.86
21-06-2002 00:00,238.5832,4.88
24-06-2002 00:00,239.7553,4.91
25-06-2002 00:00,237.068,4.85
26-06-2002 00:00,238.0708,4.88
27-06-2002 00:00,235.1196,4.82
28-06-2002 00:00,237.8021,4.87
01-07-2002 00:00,234.144,4.8
02-07-2002 00:00,237.6073,4.87
03-07-2002 00:00,239.9976,4.92
04-07-2002 00:00,239.5098,4.91
08-07-2002 00:00,241.01766,4.94
09-07-2002 00:00,242.38193,4.97
11-07-2002 00:00,244.5744,5.02
12-07-2002 00:00,246.5232,5.06
15-07-2002 00:00,246.26325,5.05
16-07-2002 00:00,248.7219,5.1
17-07-2002 00:00,243.645,5
18-07-2002 00:00,243.74,5
22-07-2002 00:00,245.65725,5.05
23-07-2002 00:00,242.85831,4.99
24-07-2002 00:00,236.3418,4.86
26-07-2002 00:00,234.85875,4.83
30-07-2002 00:00,226.4085,4.65
31-07-2002 00:00,226.6624,4.66
01-08-2002 00:00,220.6667,4.54
02-08-2002 00:00,224.9717,4.63
05-08-2002 00:00,224.4858,4.62
06-08-2002 00:00,224.25345,4.61
07-08-2002 00:00,225.5736,4.64
08-08-2002 00:00,227.448,4.68
12-08-2002 00:00,228.69405,4.71
14-08-2002 00:00,224.8791,4.63
15-08-2002 00:00,217.9895,4.49
16-08-2002 00:00,218.8252,4.51
19-08-2002 00:00,218.385,4.5
20-08-2002 00:00,215.3622,4.44
21-08-2002 00:00,215.33556,4.44
22-08-2002 00:00,215.34,4.44
23-08-2002 00:00,215.34,4.44
28-08-2002 00:00,217.89,4.5
30-08-2002 00:00,221.3708,4.57
02-09-2002 00:00,216.41505,4.47
03-09-2002 00:00,217.40131,4.49
04-09-2002 00:00,216.32565,4.47
05-09-2002 00:00,218.50499,4.51
06-09-2002 00:00,219.6597,4.53
09-09-2002 00:00,219.9176,4.54
10-09-2002 00:00,219.9403,4.54
11-09-2002 00:00,219.252,4.53
12-09-2002 00:00,220.24275,4.55
16-09-2002 00:00,221.94945,4.59
17-09-2002 00:00,220.0835,4.55
18-09-2002 00:00,221.443,4.58
19-09-2002 00:00,224.96235,4.65
20-09-2002 00:00,223.5156,4.62
23-09-2002 00:00,224.3904,4.64
24-09-2002 00:00,223.94847,4.63
25-09-2002 00:00,223.377,4.62
27-09-2002 00:00,217.9232,4.51
30-09-2002 00:00,218.88507,4.53
01-10-2002 00:00,218.3386,4.52
02-10-2002 00:00,216.90741,4.49
03-10-2002 00:00,216.867,4.49
04-10-2002 00:00,216.384,4.48
07-10-2002 00:00,216.88945,4.49
08-10-2002 00:00,214.4742,4.44
10-10-2002 00:00,210.1224,4.35
11-10-2002 00:00,207.604,4.3
14-10-2002 00:00,209.03075,4.33
15-10-2002 00:00,208.0868,4.31
16-10-2002 00:00,208.7856,4.32
17-10-2002 00:00,210.7406,4.36
18-10-2002 00:00,209.8824,4.34
21-10-2002 00:00,211.5321,4.38
22-10-2002 00:00,211.6854,4.38
23-10-2002 00:00,213.1353,4.41
25-10-2002 00:00,211.7073,4.38
28-10-2002 00:00,213.7954,4.42
29-10-2002 00:00,214.18607,4.43
30-10-2002 00:00,216.5408,4.48
01-11-2002 00:00,219.6922,4.55
04-11-2002 00:00,214.8638,4.45
06-11-2002 00:00,215.80713,4.47
07-11-2002 00:00,217.251,4.5
08-11-2002 00:00,221.30226,4.59
12-11-2002 00:00,220.44766,4.57
13-11-2002 00:00,220.44766,4.57
14-11-2002 00:00,219.87864,4.56
15-11-2002 00:00,219.1644,4.55
18-11-2002 00:00,218.61916,4.54
19-11-2002 00:00,219.1007,4.55
20-11-2002 00:00,219.1462,4.55
21-11-2002 00:00,218.48296,4.54
22-11-2002 00:00,214.69994,4.46
25-11-2002 00:00,216.585,4.5
26-11-2002 00:00,215.27073,4.47
27-11-2002 00:00,213.9414,4.44
28-11-2002 00:00,213.74307,4.43
03-12-2002 00:00,214.04796,4.44
04-12-2002 00:00,219.9541,4.57
05-12-2002 00:00,222.5454,4.62
06-12-2002 00:00,223.851,4.65
09-12-2002 00:00,222.8882,4.63
10-12-2002 00:00,220.4812,4.58
11-12-2002 00:00,222.6104,4.63
12-12-2002 00:00,223.758,4.65
13-12-2002 00:00,227.994,4.74
16-12-2002 00:00,225.976,4.7
17-12-2002 00:00,227.3238,4.73
18-12-2002 00:00,221.991,4.62
19-12-2002 00:00,226.6072,4.72
20-12-2002 00:00,223.8331,4.67
23-12-2002 00:00,221.9159,4.63
24-12-2002 00:00,221.4828,4.62
27-12-2002 00:00,223.7397,4.67
30-12-2002 00:00,225.8992,4.72
31-12-2002 00:00,223.693,4.67
03-01-2003 00:00,229.5847,4.79
06-01-2003 00:00,235.2381,4.91
07-01-2003 00:00,231.836,4.84
08-01-2003 00:00,228.962,4.78
09-01-2003 00:00,231.1638,4.83
10-01-2003 00:00,231.836,4.84
14-01-2003 00:00,230.22584,4.81
15-01-2003 00:00,226.4251,4.73
16-01-2003 00:00,228.2922,4.77
17-01-2003 00:00,230.2066,4.81
20-01-2003 00:00,229.35957,4.79
21-01-2003 00:00,227.92308,4.76
22-01-2003 00:00,231.0189,4.83
23-01-2003 00:00,231.927,4.85
24-01-2003 00:00,228.484,4.78
27-01-2003 00:00,234.698,4.91
28-01-2003 00:00,229.536,4.8
29-01-2003 00:00,231.89305,4.85
30-01-2003 00:00,228.7225,4.79
31-01-2003 00:00,232.5425,4.87
03-02-2003 00:00,231.345,4.85
04-02-2003 00:00,231.345,4.85
05-02-2003 00:00,234.668,4.93
06-02-2003 00:00,227.528,4.78
07-02-2003 00:00,224.2902,4.71
10-02-2003 00:00,221.1075,4.65
11-02-2003 00:00,217.3035,4.57
12-02-2003 00:00,217.532,4.57
13-02-2003 00:00,215.9204,4.52
14-02-2003 00:00,216.4887,4.53
17-02-2003 00:00,213.9934,4.49
18-02-2003 00:00,214.676,4.51
19-02-2003 00:00,218.008,4.58
20-02-2003 00:00,220.864,4.64
21-02-2003 00:00,220.864,4.64
24-02-2003 00:00,223.002,4.68
25-02-2003 00:00,223.626,4.7
26-02-2003 00:00,220.2954,4.63
27-02-2003 00:00,221.1726,4.65
28-02-2003 00:00,218.776,4.6
04-03-2003 00:00,222.3,4.68
05-03-2003 00:00,221.35,4.66
06-03-2003 00:00,220.0639,4.63
07-03-2003 00:00,221.825,4.67
10-03-2003 00:00,222.768,4.68
11-03-2003 00:00,221.5364,4.66
12-03-2003 00:00,222.0585,4.67
13-03-2003 00:00,218.3004,4.59
14-03-2003 00:00,215.96326,4.54
17-03-2003 00:00,217.4406,4.57
18-03-2003 00:00,212.6826,4.47
19-03-2003 00:00,213.248,4.48
20-03-2003 00:00,210.1365,4.41
21-03-2003 00:00,209.264,4.4
24-03-2003 00:00,208.707,4.38
25-03-2003 00:00,209.176,4.4
26-03-2003 00:00,208.05,4.38
27-03-2003 00:00,209.034,4.41
28-03-2003 00:00,208.3055,4.39
31-03-2003 00:00,212.11314,4.46
02-04-2003 00:00,209,4.4
03-04-2003 00:00,207.59685,4.37
04-04-2003 00:00,208.54695,4.39
07-04-2003 00:00,208.35379,4.39
08-04-2003 00:00,210.00746,4.42
09-04-2003 00:00,212.76416,4.48
10-04-2003 00:00,212.32053,4.47
14-04-2003 00:00,212.80896,4.48
15-04-2003 00:00,214.70452,4.52
16-04-2003 00:00,213.29296,4.49
17-04-2003 00:00,212.81792,4.48
22-04-2003 00:00,215.31404,4.54
23-04-2003 00:00,216.73225,4.57
24-04-2003 00:00,218.61081,4.61
25-04-2003 00:00,219.0804,4.62
28-04-2003 00:00,219.75369,4.63
30-04-2003 00:00,218.66613,4.61
01-05-2003 00:00,221.06574,4.66
02-05-2003 00:00,225.76275,4.75
06-05-2003 00:00,227.5536,4.8
07-05-2003 00:00,225.09088,4.76
08-05-2003 00:00,223.55872,4.73
09-05-2003 00:00,225.45348,4.78
12-05-2003 00:00,226.00178,4.79
13-05-2003 00:00,228.31732,4.84
14-05-2003 00:00,227.08466,4.82
15-05-2003 00:00,229.47927,4.87
16-05-2003 00:00,226.22212,4.79
19-05-2003 00:00,226.64292,4.83
20-05-2003 00:00,226.97664,4.84
21-05-2003 00:00,221.93628,4.74
22-05-2003 00:00,221.38216,4.72
23-05-2003 00:00,219.6792,4.68
27-05-2003 00:00,219.26736,4.68
28-05-2003 00:00,215.68869,4.59
29-05-2003 00:00,216.89589,4.61
02-06-2003 00:00,212.0085,4.5
03-06-2003 00:00,212.67956,4.52
04-06-2003 00:00,212.27276,4.52
05-06-2003 00:00,210.33152,4.48
06-06-2003 00:00,212.28939,4.53
09-06-2003 00:00,211.71228,4.52
10-06-2003 00:00,211.25291,4.51
11-06-2003 00:00,209.58336,4.48
12-06-2003 00:00,210.159,4.5
13-06-2003 00:00,210.94623,4.51
16-06-2003 00:00,214.08219,4.59
17-06-2003 00:00,215.48142,4.62
18-06-2003 00:00,212.87517,4.57
19-06-2003 00:00,210.55064,4.52
20-06-2003 00:00,212.32272,4.56
25-06-2003 00:00,210.31934,4.51
26-06-2003 00:00,211.02099,4.53
27-06-2003 00:00,210.00627,4.53
30-06-2003 00:00,209.10164,4.51
01-07-2003 00:00,211.8804,4.56
02-07-2003 00:00,212.5349,4.58
03-07-2003 00:00,215.11443,4.63
04-07-2003 00:00,215.96304,4.66
08-07-2003 00:00,216.98285,4.69
09-07-2003 00:00,219.47622,4.74
10-07-2003 00:00,223.17498,4.83
11-07-2003 00:00,219.63116,4.76
14-07-2003 00:00,221.4864,4.8
15-07-2003 00:00,220.57788,4.78
16-07-2003 00:00,215.76801,4.67
21-07-2003 00:00,218.73885,4.73
22-07-2003 00:00,219.849,4.75
23-07-2003 00:00,223.53723,4.83
24-07-2003 00:00,233.57466,5.06
25-07-2003 00:00,231.44208,5.02
28-07-2003 00:00,234.41152,5.08
29-07-2003 00:00,231.66296,5.02
30-07-2003 00:00,235.1508,5.1
31-07-2003 00:00,234.2134,5.08
01-08-2003 00:00,236.55424,5.12
04-08-2003 00:00,232.60104,5.04
05-08-2003 00:00,229.79712,4.98
06-08-2003 00:00,227.20398,4.93
07-08-2003 00:00,227.40796,4.94
08-08-2003 00:00,232.08285,5.05
11-08-2003 00:00,228.81606,4.98
13-08-2003 00:00,223.51839,4.87
14-08-2003 00:00,231.57288,5.04
18-08-2003 00:00,225.41964,4.92
19-08-2003 00:00,225.32124,4.92
20-08-2003 00:00,228.835,5
21-08-2003 00:00,228.52703,4.99
22-08-2003 00:00,225.63131,4.93
26-08-2003 00:00,226.84365,4.95
27-08-2003 00:00,229.185,5
28-08-2003 00:00,233.36123,5.09
29-08-2003 00:00,234.32927,5.11
01-09-2003 00:00,236.46732,5.16
02-09-2003 00:00,234.35482,5.11
03-09-2003 00:00,228.34296,4.98
04-09-2003 00:00,229.85074,5.02
05-09-2003 00:00,229.31,5
08-09-2003 00:00,233.6412,5.1
10-09-2003 00:00,238.13347,5.21
11-09-2003 00:00,238.96916,5.23
12-09-2003 00:00,243.37404,5.32
16-09-2003 00:00,237.02899,5.17
17-09-2003 00:00,236.82852,5.16
18-09-2003 00:00,243.5191,5.3
22-09-2003 00:00,243.34744,5.32
23-09-2003 00:00,240.70812,5.26
24-09-2003 00:00,239.67521,5.23
25-09-2003 00:00,243.98584,5.32
29-09-2003 00:00,234.93861,5.13
30-09-2003 00:00,233.73824,5.12
01-10-2003 00:00,233.66124,5.13
02-10-2003 00:00,230.57104,5.08
03-10-2003 00:00,231.00284,5.08
07-10-2003 00:00,219.14552,4.84
08-10-2003 00:00,221.3214,4.89
09-10-2003 00:00,217.7676,4.82
10-10-2003 00:00,220.3038,4.86
13-10-2003 00:00,221.9082,4.89
14-10-2003 00:00,225.511,4.94
15-10-2003 00:00,223.896,4.91
16-10-2003 00:00,222.1775,4.91
17-10-2003 00:00,222.7776,4.92
20-10-2003 00:00,222.9252,4.92
22-10-2003 00:00,230.0224,5.08
24-10-2003 00:00,233.295,5.15
27-10-2003 00:00,232.6968,5.13
28-10-2003 00:00,233.2435,5.15
29-10-2003 00:00,230.3225,5.09
30-10-2003 00:00,234.8994,5.19
31-10-2003 00:00,232.8934,5.14
03-11-2003 00:00,229.1674,5.06
04-11-2003 00:00,223.3783,4.93
05-11-2003 00:00,226.452,5.01
06-11-2003 00:00,224.192,4.96
07-11-2003 00:00,225.0416,4.97
10-11-2003 00:00,227.2051,5.03
11-11-2003 00:00,228.8132,5.06
12-11-2003 00:00,230.2764,5.08
13-11-2003 00:00,241.3684,5.32
14-11-2003 00:00,240.143,5.3
17-11-2003 00:00,244.9755,5.39
18-11-2003 00:00,237.055,5.21
19-11-2003 00:00,242.5388,5.32
20-11-2003 00:00,240.7863,5.27
21-11-2003 00:00,239.3108,5.24
24-11-2003 00:00,240.0444,5.24
25-11-2003 00:00,238.8785,5.21
26-11-2003 00:00,243.111,5.3
27-11-2003 00:00,244.839,5.34
28-11-2003 00:00,244.602,5.35
01-12-2003 00:00,244.952,5.36
02-12-2003 00:00,248.976,5.46
03-12-2003 00:00,249.2679,5.47
05-12-2003 00:00,246.7726,5.42
08-12-2003 00:00,250.6499,5.51
09-12-2003 00:00,252.07,5.54
10-12-2003 00:00,255.1428,5.61
12-12-2003 00:00,255.6538,5.62
15-12-2003 00:00,253.2024,5.56
16-12-2003 00:00,257.5866,5.66
17-12-2003 00:00,255.6583,5.63
18-12-2003 00:00,259.236,5.7
19-12-2003 00:00,257.418,5.67
22-12-2003 00:00,260.6004,5.73
23-12-2003 00:00,258.4967,5.69
24-12-2003 00:00,259.974,5.72
29-12-2003 00:00,266.7472,5.86
30-12-2003 00:00,268.7868,5.91
02-01-2004 00:00,273.0841,5.99
05-01-2004 00:00,272.7478,5.98
06-01-2004 00:00,286.1796,6.28
07-01-2004 00:00,282.5746,6.22
08-01-2004 00:00,281.852,6.2
09-01-2004 00:00,283.875,6.25
12-01-2004 00:00,301.9765,6.65
13-01-2004 00:00,299.886,6.62
14-01-2004 00:00,297.37,6.55
15-01-2004 00:00,287.0544,6.32
16-01-2004 00:00,281.6235,6.21
19-01-2004 00:00,287.836,6.34
20-01-2004 00:00,289.6587,6.39
21-01-2004 00:00,285.39,6.3
22-01-2004 00:00,283.891,6.26
23-01-2004 00:00,287.528,6.35
26-01-2004 00:00,282.875,6.25
27-01-2004 00:00,282.8592,6.24
29-01-2004 00:00,295.8696,6.54
30-01-2004 00:00,281.7206,6.23
02-02-2004 00:00,280.8783,6.21
03-02-2004 00:00,279.7686,6.18
04-02-2004 00:00,274.9984,6.08
05-02-2004 00:00,277.3438,6.14
06-02-2004 00:00,276.025,6.1
09-02-2004 00:00,286.8295,6.35
10-02-2004 00:00,290.7016,6.44
11-02-2004 00:00,283.9935,6.29
12-02-2004 00:00,295.3464,6.54
13-02-2004 00:00,296.1184,6.56
16-02-2004 00:00,295.6734,6.54
17-02-2004 00:00,299.9952,6.64
18-02-2004 00:00,308.4004,6.82
19-02-2004 00:00,299.3564,6.62
20-02-2004 00:00,298.9042,6.61
23-02-2004 00:00,293.6725,6.49
24-02-2004 00:00,295.6734,6.54
25-02-2004 00:00,305.214,6.76
26-02-2004 00:00,287.472,6.36
01-03-2004 00:00,304.196,6.73
02-03-2004 00:00,309.729,6.86
03-03-2004 00:00,298.452,6.6
04-03-2004 00:00,308.7414,6.82
05-03-2004 00:00,307.496,6.8
08-03-2004 00:00,312.438,6.92
10-03-2004 00:00,323.7255,7.17
11-03-2004 00:00,320.92,7.1
12-03-2004 00:00,326.0362,7.21
15-03-2004 00:00,321.372,7.11
16-03-2004 00:00,323.4888,7.16
18-03-2004 00:00,327.3204,7.24
19-03-2004 00:00,335.3902,7.43
22-03-2004 00:00,344.3265,7.65
23-03-2004 00:00,337.6412,7.54
24-03-2004 00:00,342.912,7.68
25-03-2004 00:00,336.9626,7.54
26-03-2004 00:00,332.556,7.49
29-03-2004 00:00,337.4033,7.67
30-03-2004 00:00,334.6117,7.61
31-03-2004 00:00,339.039,7.83
01-04-2004 00:00,343.4844,7.94
02-04-2004 00:00,361.0295,8.29
05-04-2004 00:00,357.274,8.2
06-04-2004 00:00,354.6598,8.14
07-04-2004 00:00,354.3888,8.16
08-04-2004 00:00,351.8032,8.08
13-04-2004 00:00,343.1676,7.86
14-04-2004 00:00,313.608,7.16
15-04-2004 00:00,301.497,6.86
16-04-2004 00:00,311.5,7.12
19-04-2004 00:00,319.4464,7.28
20-04-2004 00:00,308.4928,7.04
21-04-2004 00:00,282.3516,6.42
22-04-2004 00:00,270.8968,6.14
23-04-2004 00:00,272.4838,6.19
26-04-2004 00:00,274.3069,6.23
27-04-2004 00:00,277.0736,6.28
28-04-2004 00:00,274.743,6.23
29-04-2004 00:00,247.0852,5.57
30-04-2004 00:00,264.299,5.95
04-05-2004 00:00,271.755,6.1
05-05-2004 00:00,271.0659,6.09
06-05-2004 00:00,268.8174,6.03
07-05-2004 00:00,258.564,5.8
10-05-2004 00:00,246.95,5.5
11-05-2004 00:00,256.7943,5.67
12-05-2004 00:00,255.21,5.64
13-05-2004 00:00,250.9155,5.55
14-05-2004 00:00,252.8132,5.56
17-05-2004 00:00,263.9483,5.81
18-05-2004 00:00,260.4812,5.74
19-05-2004 00:00,258.0864,5.72
20-05-2004 00:00,263.968,5.84
21-05-2004 00:00,264.9892,5.86
24-05-2004 00:00,263.6909,5.83
28-05-2004 00:00,279.8712,6.17
02-06-2004 00:00,273.944,6.05
04-06-2004 00:00,259.2,5.76
07-06-2004 00:00,264.15,5.87
08-06-2004 00:00,265.146,5.9
09-06-2004 00:00,257.7834,5.74
10-06-2004 00:00,254.0805,5.65
11-06-2004 00:00,256.3345,5.69
14-06-2004 00:00,256.398,5.66
16-06-2004 00:00,256.058,5.65
17-06-2004 00:00,261.395,5.75
18-06-2004 00:00,271.0225,5.95
21-06-2004 00:00,272.2896,5.94
23-06-2004 00:00,268.422,5.88
25-06-2004 00:00,263.0625,5.75
28-06-2004 00:00,283.5384,6.18
29-06-2004 00:00,270.9989,5.89
30-06-2004 00:00,271.5645,5.91
01-07-2004 00:00,268.7286,5.87
02-07-2004 00:00,268.8785,5.89
05-07-2004 00:00,276.5112,6.04
06-07-2004 00:00,277.2594,6.03
07-07-2004 00:00,276.632,6.04
08-07-2004 00:00,283.278,6.2
09-07-2004 00:00,296.335,6.5
13-07-2004 00:00,292.0764,6.38
14-07-2004 00:00,294.5496,6.42
15-07-2004 00:00,300.84,6.54
19-07-2004 00:00,308.9955,6.71
20-07-2004 00:00,303.009,6.58
21-07-2004 00:00,298.1376,6.47
22-07-2004 00:00,293.4335,6.35
23-07-2004 00:00,291.7744,6.31
26-07-2004 00:00,291.312,6.3
27-07-2004 00:00,288.1008,6.24
28-07-2004 00:00,286.1018,6.19
30-07-2004 00:00,297.567,6.42
02-08-2004 00:00,307.1,6.64
03-08-2004 00:00,301.08,6.5
05-08-2004 00:00,307.432,6.64
06-08-2004 00:00,308.95,6.68
09-08-2004 00:00,310.21,6.7
10-08-2004 00:00,309.284,6.68
11-08-2004 00:00,305.448,6.6
12-08-2004 00:00,304.3908,6.58
13-08-2004 00:00,299.3112,6.48
16-08-2004 00:00,309.8139,6.69
17-08-2004 00:00,310.4717,6.71
19-08-2004 00:00,315.2886,6.82
20-08-2004 00:00,314.622,6.81
23-08-2004 00:00,312.6386,6.77
25-08-2004 00:00,303.8625,6.57
26-08-2004 00:00,305.514,6.6
27-08-2004 00:00,309.1504,6.68
31-08-2004 00:00,311.9272,6.74
01-09-2004 00:00,311.3298,6.73
02-09-2004 00:00,312.8528,6.76
03-09-2004 00:00,310.4046,6.71
06-09-2004 00:00,302.5404,6.54
07-09-2004 00:00,301.7456,6.52
08-09-2004 00:00,285.825,6.18
09-09-2004 00:00,283.5125,6.13
10-09-2004 00:00,286.2256,6.19
13-09-2004 00:00,283.668,6.16
14-09-2004 00:00,280.4475,6.13
15-09-2004 00:00,282.7968,6.18
16-09-2004 00:00,286.395,6.26
20-09-2004 00:00,283.898,6.2
21-09-2004 00:00,287.31,6.28
22-09-2004 00:00,288.54,6.3
23-09-2004 00:00,292.662,6.39
28-09-2004 00:00,303.2718,6.59
29-09-2004 00:00,299.9882,6.53
30-09-2004 00:00,306.153,6.67
01-10-2004 00:00,313.3404,6.84
04-10-2004 00:00,312.6091,6.83
05-10-2004 00:00,308.234,6.73
08-10-2004 00:00,327.1125,7.15
11-10-2004 00:00,330.8448,7.23
12-10-2004 00:00,321.6225,7.03
13-10-2004 00:00,310.9141,6.79
14-10-2004 00:00,320.39,7
15-10-2004 00:00,323.1362,7.06
18-10-2004 00:00,322.3616,7.04
20-10-2004 00:00,331.23,7.24
21-10-2004 00:00,334.9077,7.33
22-10-2004 00:00,333.0801,7.29
25-10-2004 00:00,334.0281,7.33
26-10-2004 00:00,332.424,7.29
27-10-2004 00:00,326.2812,7.16
28-10-2004 00:00,324.753,7.15
29-10-2004 00:00,328.9506,7.26
01-11-2004 00:00,330.6015,7.29
02-11-2004 00:00,317.3806,6.98
03-11-2004 00:00,322.3936,7.12
04-11-2004 00:00,330.8872,7.34
05-11-2004 00:00,335.4016,7.46
08-11-2004 00:00,335.697,7.45
09-11-2004 00:00,337.6492,7.49
10-11-2004 00:00,332.6904,7.38
11-11-2004 00:00,335.1673,7.43
12-11-2004 00:00,341.4032,7.58
15-11-2004 00:00,339.0006,7.53
16-11-2004 00:00,339.1492,7.54
17-11-2004 00:00,343.1211,7.63
18-11-2004 00:00,337.8749,7.51
19-11-2004 00:00,340.8014,7.57
22-11-2004 00:00,339.1492,7.54
23-11-2004 00:00,338.5504,7.52
24-11-2004 00:00,340.9484,7.58
